datetime,carbon_intensity_direct_avg,source_csv,source_path,region,subregion_name
2022-09-04 09:00:00+00:00,151.08,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-04 10:00:00+00:00,145.96,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-04 11:00:00+00:00,151.31,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-04 12:00:00+00:00,165.25,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-04 13:00:00+00:00,171.67,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-04 14:00:00+00:00,177.66,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-04 15:00:00+00:00,187.12,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-04 16:00:00+00:00,197.26,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-04 17:00:00+00:00,206.44,US-CAL-CISO.csv,data/regions/CAL/US-CAL-CISO.csv,CAL,US-CAL-CISO
2022-09-04 18:00:00+00:00,210.91,US-CAL-CISO.csv,data/regions/CAL/US-CAL-CISO.csv,CAL,US-CAL-CISO
2022-09-04 19:00:00+00:00,131.52,US-CENT-SPA.csv,data/regions/CENT/US-CENT-SPA.csv,CENT,US-CENT-SPA
2022-09-04 20:00:00+00:00,105.85,US-CENT-SPA.csv,data/regions/CENT/US-CENT-SPA.csv,CENT,US-CENT-SPA
2022-09-04 21:00:00+00:00,105.22,US-CENT-SPA.csv,data/regions/CENT/US-CENT-SPA.csv,CENT,US-CENT-SPA
