overhead_min,start_ts,source_grid_chosen,policy,total_carbon_kgco2eq,migration_count,dest_grids_visited
5,1601553600,ISNE,5,69.002,13,PGE|TVA|BANC|PGE|BANC|PGE|DUK|PGE|BANC|ISNE|PGE|ISNE|PGE
5,1602871200,PGE,5,45.735,8,NYIS|PGE|IPCO|PGE|NYIS|PGE|NYIS|PGE
5,1604188800,PGE,5,36.774,5,NWMT|PGE|NWMT|PGE|BANC
5,1605506400,ISNE,5,40.44,3,PGE|ISNE|PGE
5,1606824000,ISNE,5,43.675,5,PGE|ISNE|PGE|ISNE|PGE
5,1608141600,PGE,5,39.69,0,
5,1577836800,ISNE,6,56.164,1,PGE
5,1579154400,ISNE,6,51.163,1,PGE
5,1580472000,ISNE,6,45.348,1,PGE
5,1581789600,PGE,6,36.054,0,
5,1583107200,PGE,6,42.213,0,
5,1584424800,ISNE,6,52.392,1,NYIS
5,1585742400,BANC,6,44.33,0,
5,1587060000,IPCO,6,33.366,1,BANC
5,1588377600,PGE,6,15.283,0,
5,1589695200,PGE,6,7.918,0,
5,1591012800,PGE,6,3.769,0,
5,1592330400,PGE,6,3.207,0,
5,1593648000,PGE,6,4.802,0,
5,1594965600,PGE,6,33.633,0,
5,1596283200,PGE,6,44.201,0,
5,1597600800,PGE,6,57.441,0,
5,1598918400,PGE,6,56.229,0,
5,1600236000,ISNE,6,68.068,1,PGE
5,1601553600,ISNE,6,63.278,1,PGE
5,1602871200,PGE,6,44.825,0,
5,1604188800,PGE,6,38.972,0,
5,1605506400,ISNE,6,40.498,1,PGE
5,1606824000,ISNE,6,46.515,2,PGE|ISNE
5,1608141600,PGE,6,39.69,0,
10,1577836800,ISNE,1,48.2,0,
10,1579154400,ISNE,1,53.59,0,
10,1580472000,ISNE,1,56.508,0,
10,1581789600,PGE,1,36.054,0,
10,1583107200,PGE,1,42.213,0,
10,1584424800,ISNE,1,42.377,0,
10,1585742400,BANC,1,44.33,0,
10,1587060000,IPCO,1,64.871,0,
10,1588377600,PGE,1,15.283,0,
10,1589695200,PGE,1,7.918,0,
10,1591012800,PGE,1,3.769,0,
10,1592330400,PGE,1,3.207,0,
10,1593648000,PGE,1,4.802,0,
10,1594965600,PGE,1,33.633,0,
10,1596283200,PGE,1,44.201,0,
10,1597600800,PGE,1,57.441,0,
10,1598918400,PGE,1,56.229,0,
10,1600236000,ISNE,1,62.614,0,
10,1601553600,ISNE,1,58.707,0,
10,1602871200,PGE,1,44.825,0,
10,1604188800,PGE,1,38.972,0,
10,1605506400,ISNE,1,48.474,0,
10,1606824000,ISNE,1,42.761,0,
10,1608141600,PGE,1,39.69,0,
10,1577836800,ISNE,2,54.765,10,PGE|BANC|ISNE|TVA|PGE|IPCO|PGE|ISNE|NYIS|PGE
10,1579154400,ISNE,2,52.821,8,PGE|NYIS|PGE|NYIS|ISNE|PGE|ISNE|PGE
10,1580472000,ISNE,2,48.835,11,PGE|IPCO|PGE|IPCO|PGE|IPCO|PGE|BANC|PGE|NYIS|PGE
10,1581789600,PGE,2,37.999,6,BANC|PGE|BANC|PGE|BANC|PGE
10,1583107200,PGE,2,45.545,9,BANC|PGE|NYIS|BANC|PGE|BANC|PGE|BANC|PGE
10,1584424800,ISNE,2,48.38,5,NYIS|ISNE|NYIS|ISNE|NYIS
10,1585742400,BANC,2,40.475,6,CISO|IPCO|BANC|CISO|IPCO|BANC
10,1587060000,IPCO,2,31.019,4,BANC|IPCO|BANC|CISO
10,1588377600,PGE,2,14.077,6,BANC|ISNE|PGE|IPCO|ISNE|PGE
10,1589695200,PGE,2,7.918,0,
10,1591012800,PGE,2,3.769,0,
10,1592330400,PGE,2,3.661,2,IPCO|PGE
10,1593648000,PGE,2,4.802,0,
10,1594965600,PGE,2,38.475,12,IPCO|PGE|IPCO|PGE|IPCO|PGE|IPCO|PGE|CISO|PGE|BANC|PGE
10,1596283200,PGE,2,47.147,8,CISO|PGE|CISO|BANC|PGE|IPCO|PGE|IPCO
10,1597600800,PGE,2,58.337,2,ISNE|PGE
10,1598918400,PGE,2,60.728,8,CISO|PGE|BANC|PGE|BANC|ISNE|PGE|BANC
10,1600236000,ISNE,2,72.976,15,DUK|PGE|DUK|CISO|BANC|PGE|BANC|PGE|ISNE|DUK|PGE|BANC|PGE|BANC|DUK
10,1601553600,ISNE,2,73.229,13,PGE|TVA|BANC|PGE|BANC|PGE|DUK|PGE|BANC|ISNE|PGE|ISNE|PGE
